 County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Tioga,49,New York-Penn,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",12,8218,Average annual population,Rate,4.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",4.8 + : Q4,3,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",68,43879,Average annual population,Rate,5.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Albany,1,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",37,41533,Average annual population,Rate,3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,10759,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,8999,Average annual population,Rate,3,,Unstable Estimate,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,6341,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,5125,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,7011,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",24,8477,Average annual population,Rate,9.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",4.8 + : Q4,3,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,6747,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,583,Average annual population,Rate,,,Data Suppressed,2009-2011,"2009-2011 SPARCS Data as of February, 2013",Data do not meet reporting criteria,0,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",10,7897,Average annual population,Rate,4.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",3.7 - < 4.8 : Q3,2,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",10,8156,Average annual population,Rate,4.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",3.7 - < 4.8 : Q3,2,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",27,23064,Average annual population,Rate,3.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",3.7 - < 4.8 : Q3,2,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",33,34482,Average annual population,Rate,3.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",13,23890,Average annual population,Rate,1.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,4627,Average annual population,Rate,5,,Unstable Estimate,2009-2011,"2009-2011 SPARCS Data as of February, 2013",4.8 + : Q4,3,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",16,9425,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",4.8 + : Q4,3,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",15,9122,Average annual population,Rate,5.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",4.8 + : Q4,3,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",219,216239,Average annual population,Rate,3.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Dutchess,13,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",22,46915,Average annual population,Rate,1.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",46,69977,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",,17133,Average annual population,Rate,1.6,,Unstable Estimate,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",41,57687,Average annual population,Rate,2.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",13,11832,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",3.7 - < 4.8 : Q3,2,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",17,25553,Average annual population,Rate,2.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",87,157800,Average annual population,Rate,1.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",234,386897,Average annual population,Rate,2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Bronx,58,New York City,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",392,247464,Average annual population,Rate,5.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",4.8 + : Q4,3,"(40.85589, -73.868294)"
Kings,59,New York City,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",430,388842,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",3.7 - < 4.8 : Q3,2,"(40.65642, -73.950691)"
New York,60,New York City,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",114,146047,Average annual population,Rate,2.6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(40.726966, -74.005966)"
Queens,61,New York City,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",216,307345,Average annual population,Rate,2.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(40.749338, -73.789673)"
Richmond,62,New York City,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",56,75569,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(40.566763, -74.148102)"
New York City,107,New York City,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",1208,1165267,Average annual population,Rate,3.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Nassau,28,Nassau-Suffolk,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",130,220597,Average annual population,Rate,2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",202,251989,Average annual population,Rate,2.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 3.7 : Q1 & Q2,1,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",332,472586,Average annual population,Rate,2.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
New York State,999,New York State,h47,"Diabetes short-term complications hospitalization rate per 10,000 - Aged 6-17 Years",2757,2929871,Average annual population,Rate,3.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Allegany,2,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",66,38549,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",130,61428,Average annual population,Rate,7.1,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",180,105166,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(42.246904, -79.315313)"
Erie,14,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",1484,718811,Average annual population,Rate,6.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(42.888143, -78.795544)"
Genesee,18,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",84,46299,Average annual population,Rate,6,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(43.000121, -78.172679)"
Niagara,29,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",471,169582,Average annual population,Rate,9.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(43.134634, -78.856419)"
Orleans,34,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",69,33134,Average annual population,Rate,6.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(43.248394, -78.218438)"
Wyoming,56,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",45,33294,Average annual population,Rate,4.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.723641, -78.204473)"
Western New York,101,Western New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",2529,1206262,Average annual population,Rate,7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Chemung,7,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",169,69020,Average annual population,Rate,8.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",67,51664,Average annual population,Rate,4.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",1078,574963,Average annual population,Rate,6.2,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",124,83462,Average annual population,Rate,5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",21,14669,Average annual population,Rate,4.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",44,27530,Average annual population,Rate,5.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",201,75481,Average annual population,Rate,8.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",148,70912,Average annual population,Rate,7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",21,19070,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",1873,986770,Average annual population,Rate,6.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",,,
Cayuga,5,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",93,62784,Average annual population,Rate,4.9,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.940095, -76.560755)"
Cortland,11,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",33,38707,Average annual population,Rate,2.8,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.597101, -76.143291)"
Herkimer,21,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",79,49626,Average annual population,Rate,5.3,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(43.070026, -74.994246)"
Jefferson,22,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",98,88217,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(44.019295, -75.898971)"
Lewis,23,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",41,20354,Average annual population,Rate,6.7,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(43.785537, -75.446296)"
Madison,25,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",60,56731,Average annual population,Rate,3.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",358,182919,Average annual population,Rate,6.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(43.149482, -75.361773)"
Onondaga,31,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",594,357361,Average annual population,Rate,5.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(43.065629, -76.168033)"
Oswego,35,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",181,94138,Average annual population,Rate,6.4,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",5.2 - < 6.6 : Q3,2,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",197,87794,Average annual population,Rate,7.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",6.6 + : Q4,3,"(44.689468, -75.242045)"
Tompkins,50,Central New York,h48,"Diabetes Short-term Complications Hospitalization rate per 10,000 - Aged 18+ Years",63,85328,Average annual population,Rate,2.5,,,2009-2011,"2009-2011 SPARCS Data as of February, 2013",0 - < 5.2 : Q1 & Q2,1,"(42.461024, -76.478784)"
