County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Otsego,36,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,23.1,(18.6-27.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,26.1,(21.6-30.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,28.9,(23.8-34.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,31.4,(26.2-36.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,29.8 + : Q4,3,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.8,(24.2-35.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.8,(22.2-33.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.3,(23.8-34.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(43.289513, -73.454761)"
Dutchess,13,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,27.6,(22.0-33.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,25.8,(20.9-30.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,25.2,(20.3-30.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,15,(11.4-18.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.5,(24.4-34.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,24.9,(20.1-29.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,19.9,(14.9-24.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(41.039278, -73.805386)"
Bronx,58,New York City,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,29.1,(26.0-32.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,27.6 - < 29.8 : Q3,2,"(40.85589, -73.868294)"
Kings,59,New York City,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,25,(22.7-27.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(40.65642, -73.950691)"
New York,60,New York City,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,16.1,(13.7-18.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(40.726966, -74.005966)"
Queens,61,New York City,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,20.6,(18.5-22.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(40.749338, -73.789673)"
Richmond,62,New York City,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,26.6,(22.5-31.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(40.566763, -74.148102)"
Nassau,28,Nassau-Suffolk,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,16.1,(12.6-19.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,20.9,(16.1-25.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 27.6 : Q1 & Q2,1,"(40.820237, -73.119032)"
New York State,999,New York State,g75,Age-adjusted percentage of adults obese (BMI 30 or higher),,,,Percentage,23.1,(21.0-25.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,,,
Allegany,2,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75,(70.1-79.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,78.4,(74.1-82.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,77.9,(73.7-82.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,80.8,(76.7-84.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.888143, -78.795544)"
Genesee,18,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,74,(68.8-79.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.000121, -78.172679)"
Niagara,29,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,74.2,(69.4-79.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.134634, -78.856419)"
Orleans,34,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,74.2,(69.4-79.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.248394, -78.218438)"
Wyoming,56,Western New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,74.6,(68.6-80.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.723641, -78.204473)"
Chemung,7,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,80,(75.5-84.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.116644, -76.812331)"
Livingston,24,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,81.2,(77.3-85.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,84.1,(80.1-88.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,82.1,(78.2-85.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,79.6,(75.4-83.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75.7,(70.6-80.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,73.7,(68.7-78.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,76.1,(71.1-81.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,71.6,(66.9-76.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.634338, -77.078311)"
Cayuga,5,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,77.1,(72.6-81.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.940095, -76.560755)"
Cortland,11,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75.1,(70.6-79.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.597101, -76.143291)"
Herkimer,21,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,79.6,(75.6-83.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(43.070026, -74.994246)"
Jefferson,22,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,74.5,(70.2-78.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(44.019295, -75.898971)"
Lewis,23,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75.9,(71.3-80.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.785537, -75.446296)"
Madison,25,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,77.1,(72.8-81.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.986917, -75.720031)"
Oneida,30,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75.4,(70.5-80.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.149482, -75.361773)"
Onondaga,31,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,79.7,(75.3-84.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(43.065629, -76.168033)"
Oswego,35,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,77,(73.1-80.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.39123, -76.31133)"
St. Lawrence,40,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,78.9,(75.1-82.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(44.689468, -75.242045)"
Tompkins,50,Central New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,85.3,(81.7-88.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.461024, -76.478784)"
Broome,3,New York-Penn,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,82.7,(78.8-86.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,78.5,(74.3-82.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,78.7,(74.4-83.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.120252, -76.29595)"
Albany,1,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,80.7,(76.8-84.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,79.4,(75.1-83.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,82.3,(78.0-86.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,78.6,(74.4-82.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,78.2 - < 80.7 : Q3,2,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,80.8,(76.7-85.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,76.2,(71.5-80.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75.7,(71.2-80.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,81.4,(77.0-85.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,86.8,(83.3-90.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,75.9,(71.7-80.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,81.2,(77.1-85.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,76.4,(72.1-80.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 78.2 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g76,Age-adjusted percentage of adults who did not participate in leisure time physical activity in last 30 days,,,,Percentage,84.6,(81.1-88.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,80.7 + : Q4,3,"(43.00894, -73.786779)"
